abs_path	label	detail
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_tree_LOC_DIST_01_02_spkrTS.xml	mixed	2 <u> elements, mixed structure: ['sentence', 'whole-utterance']
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_tree_LOC_DIST_from_me_01_02_03_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_tree_LOC_PROX_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_tree_LOC_PROX_me_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_vase_has_some_water_01_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_vase_is_empty_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_woodpecker_fly_COMPL_in_front_of_3s_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_woodpecker_fly_COMPL_over_1s_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_woodpecker_fly_COMPL_over_the_field_01_02_03_04_TS.xml	sentence	4 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_there_is_an_ant_beLOC_on_my_leg_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_they_both_got_3rd_pl_inf_home_at_the_same_time_01_02_03spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_they_f_sew_clothes_very_well_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_throw_3s_form_m_IMP_ball_DIR_1s_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_tree_LOC_PROX_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_want_1st_sg_it_to_rain_tomorrow_03_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_wash_1st_sg_FUT_NEG_dog_1st_sg_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_wash_1st_sg_FUT_dog_1st_sg_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_we_ate_rice_and_beans_for_breakfast_last_saturday_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_we_studied_alot_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_who_wants_to_blow_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_woman-COP-beautiful_01_02_03_JS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_work_1st_sg_instead_of_Maria_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_you_2s_inf_smell_bad_01_02_03_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_you_2s_inf_smell_good_01_02_03_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_CMND_lay_down_01_02_03_TS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_CMND_sit_down_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_CMND_sit_down_in_back_of_me_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_CMND_sit_down_in_front_of_me_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_CMND_sit_down_next_to_me_01_02_spkrTS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_CMND_stand_up_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_MTN_flee_02_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_be_hungry-be_dying_of_hunger_02_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_boil_01_02_JS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_bring-down_01_02_TS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_cut_01_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_cut_1s_01_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_cut_1s_02_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_draw_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_draw_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_drink_1s_01_02_TS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_eat_1s_FUT_03_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_eat_dinner_04_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_eat_lunch_01_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_fart_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_give_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_give_03_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_give_1st_sg_FUT_01_02_spkrJS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_give_2nd_sg_inf_FUT_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_go_2nd_pl_form_01_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_go_2nd_pl_inf_01_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_go_2nd_sg_form_01_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_go_2nd_sg_inf_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_go_2nd_sg_inf_FUT_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_go_3rd_pl_form_all_03_04_JS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_go_3rd_pl_form_all_FUT_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_go_3rd_pl_inf_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_go_3rd_sg_form_f_FUT_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_go_3s_form_m_FUT_01_02_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_jump_1st_sg_FUT_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_jump_3rd_sg_inf_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_jump_3rd_sg_inf_FUT_03_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_kill_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_kill_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_read_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_read_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_01_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_1st_pl_01_02_spkrJS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_1st_sg_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_1st_sg_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_2nd_pl_form_01_02_spkrJS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_2nd_pl_inf_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_2nd_sg_form_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_2nd_sg_inf_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_2nd_sg_inf_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_3rd_pl_form_all_01_02_spkrJS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_3rd_pl_inf_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_3rd_sg_form_m_01_02_spkrJS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_3rd_sg_inf_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_run_3rd_sg_inf_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_see_01_02_spkrTS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_shine_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_sing_01_02_spkrTS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_sing_3rd_pl_inf_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_sleep_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_sleep_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_sleep_1st_sg_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_sleep_1st_sg_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_smell_01_02_03_TS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_speak_01_02_03_04_05_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_speak_1st_sg_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_teach_01_02_03_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_think_old_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_think_yng_03_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_whisper_01_02_TS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/V_yell_01_02_spkrTS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_what_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_what_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_what_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_what_02_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_what_03_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_when_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_when_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_when_03_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_where_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_where_02_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_where_04_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_who_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_who_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_who_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/WH_Q_who_02_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/be_at_home_PRES_1s_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/be_at_home_PST_3s-inf_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/body_part_relations_penis_legs_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/cabeza-sombrero_TS.xml	mixed	4 <u> elements, mixed structure: ['sentence', 'single-word']
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/s_the_bat_fly_COMPL_enter_COMPL_the_cave_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/speech-20170528-JS-TTS.xml	whole-utterance	4 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/workingNotes/annotation-notes-samples/ADJ_beautiful_anim_01_JS-LR-sampleAnnotation.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/workingNotes/annotation-notes-samples/cabeza-sombrero_TS.xml	mixed	5 <u> elements, mixed structure: ['sentence', 'single-word', 'whole-utterance']
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/workingNotes/annotation-notes-samples/sample-dictionary-entry-to-link-to-paradigm.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/workingNotes/annotation-notes-samples/sample-face-derrivative-TEI-entries-20180308.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/workingNotes/annotation-notes-samples/test-mix-spatial-annotation.xml	sentence	1 <u> elements, consistent structure
